,id,citation,abstract,doi,title,
232,Cronwright-Rohwer-Prior-2002,"Garth R. Cronwright, Johann M. Rohwer & Bernard A. Prior. Metabolic control analysis of glycerol synthesis in Saccharomyces cerevisiae. Applied and Environmental Microbiology 68, 9: 4448-4456 (2002).","Glycerol, a major by-product of ethanol fermentation by Saccharomyces cerevisiae, is of significant importance to the wine, beer, and ethanol production industries. To gain a clearer understanding of and to quantify the extent to which parameters of the pathway affect glycerol flux in S. cerevisiae, a kinetic model of the glycerol synthesis pathway has been constructed. Kinetic parameters were collected from published values. Maximal enzyme activities and intracellular effector concentrations were determined experimentally. The model was validated by comparing experimental results on the rate of glycerol production to the rate calculated by the model. Values calculated by the model agreed well with those measured in independent experiments. The model also mimics the changes in the rate of glycerol synthesis at different phases of growth. Metabolic control analysis values calculated by the model indicate that the NAD(+)-dependent glycerol 3-phosphate dehydrogenase-catalyzed reaction has a flux control coefficient (Cv1J) of approximately 0.85 and exercises the majority of the control of flux through the pathway. Response coefficients of parameter metabolites indicate that flux through the pathway is most responsive to dihydroxyacetone phosphate concentration (RDHAPJ = 0.48 to 0.69), followed by ATP concentration (RATPJ = −0.21 to −0.50). Interestingly, the pathway responds weakly to NADH concentration (RNADHJ = 0.03 to 0.08). The model indicates that the best strategy to increase flux through the pathway is not to increase enzyme activity, substrate concentration, or coenzyme concentration alone but to increase all of these parameters in conjunction with each other.",10.1128/AEM.68.9.4448-4456.2002, Metabolic control analysis of glycerol synthesis in Saccharomyces cerevisiae,
233,Csikasz-Nagy-Battogtokh-Chen-Novak-Tyson-2006,"Attila Csikász-Nagy, Dorjsuren Battogtokh, Katherine C. Chen, Béla Novák & John J. Tyson. Analysis of a generic model of eukaryotic cell-cycle regulation. Biophysical Journal 90, 12: 4361-4379 (2006).","We propose a protein interaction network for the regulation of DNA synthesis and mitosis that emphasizes the universality of the regulatory system among eukaryotic cells. The idiosyncrasies of cell cycle regulation in particular organisms can be attributed, we claim, to specific settings of rate constants in the dynamic network of chemical reactions. The values of these rate constants are determined ultimately by the genetic makeup of an organism. To support these claims, we convert the reaction mechanism into a set of governing kinetic equations and provide parameter values (specific to budding yeast, fission yeast, frog eggs, and mammalian cells) that account for many curious features of cell cycle regulation in these organisms. Using one-parameter bifurcation diagrams, we show how overall cell growth drives progression through the cell cycle, how cell-size homeostasis can be achieved by two different strategies, and how mutations remodel bifurcation diagrams and create unusual cell-division phenotypes. The relation between gene dosage and phenotype can be summarized compactly in two-parameter bifurcation diagrams. Our approach provides a theoretical framework in which to understand both the universality and particularity of cell cycle regulation, and to construct, in modular fashion, increasingly complex models of the networks controlling cell growth and division.",10.1529/biophysj.106.081240, Analysis of a generic model of eukaryotic cell-cycle regulation,
234,Cui-Kaandorp-2006,"Jiangjun Cui & Jaap A. Kaandorp. Mathematical modeling of calcium homeostasis in yeast cells. Cell Calcium 39, 4: 337-348 (2006).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper discusses a mathematical model developed to understand the calcium homeostasis of yeast cells. The model takes into account various pathways by which calcium enters and exits the cell, as well as the various mechanisms by which the cell maintains a balance of calcium concentrations. The authors validated the model using experimental data and simulations, and found that it accurately predicts the behavior of yeast cells in response to changes in calcium levels. The authors suggest that their model can be used to further investigate the calcium signaling pathways in yeast cells, and to develop therapies for diseases related to calcium imbalance.",10.1016/j.ceca.2005.12.001, Mathematical modeling of calcium homeostasis in yeast cells,
235,De-Vries-Sherman-2000,"GERDA DE VRIES & ARTHUR SHERMAN. Channel sharing in pancreatic beta -cells revisited: enhancement of emergent bursting by noise. Journal of Theoretical Biology 207, 4: 513-530 (2000).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper explores how the sharing of ion channels in pancreatic beta-cells, specifically the voltage-gated K+ and Ca2+ channels, can lead to bursts of electrical activity. The authors use mathematical models to investigate how adding noise to the channels can enhance the bursting behavior. They conclude that noise can facilitate the synchronization of channel gating, leading to more coordinated bursts of activity. Overall, the study suggests that understanding the role of noise in channel sharing can help shed light on the complex dynamics of beta-cell electrical activity.",10.1006/jtbi.2000.2193, Channel sharing in pancreatic beta -cells revisited: enhancement of emergent bursting by noise,
236,Decker-Heijman-Silva-Hund-Rudy-2009,"Keith F. Decker, Jordi Heijman, Jonathan R. Silva, Thomas J. Hund & Yoram Rudy. Properties and ionic mechanisms of action potential adaptation, restitution, and accommodation in canine epicardium. American Journal of Physiology-Heart and Circulatory Physiology 296, 4: H1017-H1026 (2009).","Computational models of cardiac myocytes are important tools for understanding ionic mechanisms of arrhythmia. This work presents a new model of the canine epicardial myocyte that reproduces a wide range of experimentally observed rate-dependent behaviors in cardiac cell and tissue, including action potential (AP) duration (APD) adaptation, restitution, and accommodation. Model behavior depends on updated formulations for the 4-aminopyridine-sensitive transient outward current (I(to1)), the slow component of the delayed rectifier K(+) current (I(Ks)), the L-type Ca(2+) channel current (I(Ca,L)), and the Na(+)-K(+) pump current (I(NaK)) fit to data from canine ventricular myocytes. We found that I(to1) plays a limited role in potentiating peak I(Ca,L) and sarcoplasmic reticulum Ca(2+) release for propagated APs but modulates the time course of APD restitution. I(Ks) plays an important role in APD shortening at short diastolic intervals, despite a limited role in AP repolarization at longer cycle lengths. In addition, we found that I(Ca,L) plays a critical role in APD accommodation and rate dependence of APD restitution. Ca(2+) entry via I(Ca,L) at fast rate drives increased Na(+)-Ca(2+) exchanger Ca(2+) extrusion and Na(+) entry, which in turn increases Na(+) extrusion via outward I(NaK). APD accommodation results from this increased outward I(NaK). Our simulation results provide valuable insight into the mechanistic basis of rate-dependent phenomena important for determining the heart's response to rapid and irregular pacing rates (e.g., arrhythmia). Accurate simulation of rate-dependent phenomena and increased understanding of their mechanistic basis will lead to more realistic multicellular simulations of arrhythmia and identification of molecular therapeutic targets.",10.1152/ajpheart.01216.2008," Properties and ionic mechanisms of action potential adaptation, restitution, and accommodation in canine epicardium",
237,Demir-Clark-Giles-1999,"Semahat S. Demir, John W. Clark & Wayne R. Giles. Parasympathetic modulation of sinoatrial node pacemaker activity in rabbit heart: a unifying model. American Journal of Physiology-Heart and Circulatory Physiology 276, 6: H2221-H2244 (1999).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper proposes a mathematical model that describes the parasympathetic regulation of heart rate through the modulation of the sinoatrial node, a natural pacemaker in the heart. The model integrates experimental data on the physiological effects of the parasympathetic nervous system on cardiac activity in rabbits, and provides a framework for understanding the mechanisms underlying heart rate variability and the role of the vagal tone in health and disease. The authors suggest that their model could also be useful for predicting the effects of various pharmacological and physiological interventions on heart rate regulation.",10.1152/ajpheart.1999.276.6.H2221, Parasympathetic modulation of sinoatrial node pacemaker activity in rabbit heart: a unifying model,
238,Dempsher-Gann-Phair-1984,"D. P. Dempsher, D. S. Gann & R. D. Phair. A mechanistic model of ACTH-stimulated cortisol secretion. American Journal of Physiology-Regulatory, Integrative and Comparative Physiology 246, 4 Pt 2: R587-R596 (1984).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper presents a mechanistic model of ACTH-stimulated cortisol secretion. The model includes the dynamics of ACTH and cortisol production by the adrenal cortex, as well as feedback mechanisms regulating their secretion. The authors validate the model using experimental data from human and animal studies, and suggest that it can be useful in studying the physiological and pathological regulation of the hypothalamic-pituitary-adrenal axis.",10.1152/ajpregu.1984.246.4.R587, A mechanistic model of ACTH-stimulated cortisol secretion,
239,Dependence-of-the-period-on-the-rate-of-protein-degradation-in-minimal-models-for-circadian-oscillations,"Goldbeter A. A model for circadian oscillations in the Drosophila period protein (PER). Proceedings of the Royal Society of London. Series B: Biological Sciences 261, 1362: 319-324 (1995).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper proposes a mathematical model to explain the circadian oscillations observed in the Drosophila period protein (PER). The model considers the interaction of PER with another protein (TIM) and with the transcriptional activity of genes involved in regulating the circadian clock. The oscillations in PER levels are explained by a negative feedback loop in which increased PER levels inhibit the transcriptional activity of the clock genes, leading to decreased PER synthesis. The model also predicts the effects of mutations in the PER and TIM proteins on the period and amplitude of the oscillations. The model contributes to our understanding of the molecular mechanisms underlying the circadian clock in Drosophila and provides insight into the regulation of circadian rhythms in other organisms.",10.1098/rspb.1995.0153, A model for circadian oscillations in the Drosophila period protein (PER),
240,Dijkstra-Neal-Beever-France-1992,"Jan Dijkstra, Heather D.St.C. Neal, David E. Beever & James France. Simulation of nutrient digestion, absorption and outflow in the rumen: model description. The Journal of Nutrition 122, 11: 2239-2256 (1992).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper describes a mathematical model that simulates the digestion, absorption, and outflow of nutrients in the rumen of cattle. The model takes into account factors such as rumen volume, microbial metabolism, and feed intake. The authors argue that their model can be used to predict the effects of different diets on rumen function and help optimize feed formulations for livestock.",10.1093/jn/122.11.2239," Simulation of nutrient digestion, absorption and outflow in the rumen: model description",
241,Dixit-Perelson-2004,"Narendra M. Dixit & Alan S. Perelson. Complex patterns of viral load decay under antiretroviral therapy: influence of pharmacokinetics and intracellular delay. Journal of Theoretical Biology 226, 1: 95-109 (2004).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper investigates the complex patterns of viral load decay in HIV-infected individuals under antiretroviral therapy. The authors develop a mathematical model that takes into account the pharmacokinetics of the drugs and the intracellular delay in viral replication. They use the model to analyze clinical data from several studies and show that the observed decay patterns can be explained by a combination of drug efficacy, genetic diversity of the virus, and individual variability in drug absorption and metabolism. The study highlights the importance of considering both pharmacokinetics and virus-host dynamics in the design and optimization of antiretroviral treatment regimens.",10.1016/j.jtbi.2003.09.002, Complex patterns of viral load decay under antiretroviral therapy: influence of pharmacokinetics and intracellular delay,
242,Dokos-Celler-Lovell-1996,"Socrates Dokos, Branko Celler & Nigel Lovell. Ion currents underlying sinoatrial node pacemaker activity: a new single cell mathematical model. Journal of Theoretical Biology 181, 3: 245-272 (1996).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper presents a new mathematical model for the pacemaker activity of the sinoatrial node (SAN), which is a small region of the heart that controls its beating rate. The model takes into account various ion currents and their interactions in the SAN cells, and aims to explain how the unique properties of these cells give rise to their pacemaker activity. The authors compare their model's predictions with experimental data and show that it accurately reproduces the SAN's electrical behavior. They suggest that their model could help understand the mechanisms underlying heart rhythm disorders and aid in the development of new treatments.",10.1006/jtbi.1996.0129, Ion currents underlying sinoatrial node pacemaker activity: a new single cell mathematical model,
243,Dougherty-Wright-Yew-2005,"Daniel P. Dougherty, Geraldine A. Wright & Alice C. Yew. Computational model of the cAMP-mediated sensory response and calcium-dependent adaptation in vertebrate olfactory receptor neurons. Proceedings of the National Academy of Sciences 102, 30: 10415-10420 (2005).","We develop a mechanistic mathematical model of the G-protein coupled signaling pathway responsible for generating current responses in frog olfactory receptor neurons. The model incorporates descriptions of ligand-receptor interaction, intracellular transduction events involving the second messenger cAMP, effector ion-channel activity, and calcium-mediated feedback steps. We parameterized the model with respect to suction pipette current recordings from single cells stimulated with multiple odor concentrations. The proposed model accurately predicts the receptor-current response of the neuron to brief and prolonged odorant exposure and is able to produce the adaptation observed under repeated or sustained stimulation.",10.1073/pnas.0504099102, Computational model of the cAMP-mediated sensory response and calcium-dependent adaptation in vertebrate olfactory receptor neurons,
244,Dupont-Berridge-Goldbetter-1991,"G. Dupont, M.J. Berridge & A. Goldbeter. Signal-induced Ca2+ oscillations: properties of a model based on Ca(2+)-induced Ca2+ release. Cell Calcium 12, 2-3: 73-85 (1991).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper describes a mathematical model for calcium-induced calcium release (CICR) in cells, which can lead to calcium oscillations in response to external signals. The model takes into account both the release and uptake of calcium ions by the endoplasmic reticulum and the plasma membrane, as well as their diffusion throughout the cytosol. The authors suggest that the key factor determining the frequency and duration of the oscillations is the rate of calcium pumping by the SERCA pump. The model is compared to experimental data from pancreatic acinar cells and shown to reproduce their oscillatory behavior. Overall, the paper provides insights into the mechanism of signal-induced calcium oscillations and a framework for studying oscillatory phenomena in other cellular systems.",10.1016/0143-4160(91)90010-c, Signal-induced Ca2+ oscillations: properties of a model based on Ca(2+)-induced Ca2+ release,
245,Egli-Bertram-Sellix-Freeman-2004,"Marcel Egli, Richard Bertram, Michael T. Sellix & Marc E. Freeman. Rhythmic secretion of prolactin in rats: action of oxytocin coordinated by vasoactive intestinal polypeptide of suprachiasmatic nucleus origin. Endocrinology 145, 7: 3386-3394 (2004).","Prolactin (PRL) is secreted from lactotrophs of the anterior pituitary gland of rats in a unique pattern in response to uterine cervical stimulation (CS) during mating. Surges of PRL secretion occur in response to relief from hypothalamic dopaminergic (DA) inhibition and stimulation by hypothalamic releasing neurohormones. In this study we characterize the role of oxytocin (OT) in this system and the involvement of vasoactive intestinal polypeptide (VIP) from the suprachiasmatic nucleus (SCN) in controlling OT and PRL secretion of CS rats. The effect of OT on PRL secretion was demonstrated in cultured lactotrophs showing simultaneous enhanced secretion rate and increased intracellular Ca(2+). Neurosecretory OT cells of the hypothalamic paraventricular nucleus which express VIP receptors were identified by using immunocytochemical techniques in combination with the retrogradely transported neuronal tracer Fluoro-Gold (i.v. injected). OT measurements of serial blood samples obtained from ovariectomized (OVX) CS rats displayed a prominent secretory peak at the time of the afternoon PRL peak. The injection of VIP antisense oligonucleotides into the SCN abolished the afternoon increase of OT and PRL in CS-OVX animals. These findings suggest that there is an involvement of VIP from the SCN contributing in the regulation of OT and PRL secretion in CS rats. We propose that in CS rats the regulatory mechanism(s) for PRL secretion comprise coordinated action of neuroendocrine DA and OT cells, both governed by the daily rhythm of VIPergic output from the SCN. This hypothesis is illustrated with a mathematical model.",10.1210/en.2003-1710, Rhythmic secretion of prolactin in rats: action of oxytocin coordinated by vasoactive intestinal polypeptide of suprachiasmatic nucleus origin,
246,Elowitz-Leibler-2000,"Michael B. Elowitz & Stanislas Leibler. A synthetic oscillatory network of transcriptional regulators. Nature 403, 6767: 335-338 (2000).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper describes the design and implementation of a synthetic genetic network in bacteria that can produce highly regular oscillations. The network consists of two transcriptional repressors which inhibit each other’s expression through a double negative feedback loop. The researchers used mathematical modeling and experiments to optimize the network’s properties and observed the expected oscillations. This research has implications for the development of synthetic biological systems that can be used for various applications such as gene therapy and drug delivery.",10.1038/35002125, A synthetic oscillatory network of transcriptional regulators,
247,Enciso-Sontag-2004,"German Enciso & Eduardo D. Sontag. On the stability of a model of testosterone dynamics. Journal of Mathematical Biology 49, 6: 627-634 (2004).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper analyzes a mathematical model of testosterone dynamics in males, examining the stability of different equilibrium points under various conditions. The authors derive necessary conditions for the stability of the equilibrium points and show that these conditions are satisfied under physiologically reasonable parameter values. The study provides insight into the regulation of testosterone levels in males and can inform the development of treatment strategies for hormonal disorders.",10.1007/s00285-004-0291-5, On the stability of a model of testosterone dynamics,
248,Endresen-1996,"Lars Petter Endresen. Chaos in weakly-coupled pacemaker cells. Journal of Theoretical Biology 184, 1: 41-50 (1997).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper explores the chaotic dynamics of weakly-coupled pacemaker cells. The author develops a mathematical model to describe the behavior of pacemaker cells and shows that the cells can exhibit chaotic behavior under certain conditions. The results suggest that chaotic dynamics may play a role in the synchronization of pacemaker cells in the heart. The paper provides insights into the complex behavior of pacemaker cells and their relationship to heart function.",10.1006/jtbi.1996.0240," Journal of Theoretical Biology 184, 1: 41-50 (1997)",
249,Eskandari-Wright-Loo-,"S. Eskandari, E.M. Wright & D.D.F. Loo. Kinetics of the reverse mode of the Na+/glucose cotransporter. Journal of Membrane Biology 204, 1: 23-32 (2005).","This study investigates the reverse mode of the Na(+)/glucose cotransporter (SGLT1). In giant excised inside-out membrane patches from Xenopus laevis oocytes expressing rabbit SGLT1, application of α-methyl-d-glucopyranoside (αMDG) to the cytoplasmic solution induced an outward current from cytosolic to external membrane surface. The outward current was Na(+) - and sugar-dependent, and was blocked by phlorizin, a specific inhibitor of SGLT1. The current-voltage relationship saturated at positive membrane voltages (30–50 mV), and approached zero at − 150 mV. The half-maximal concentration for αMDG-evoked outward current ([Formula: see text]) was 35 mM (at 0 mV). In comparison, [Formula: see text] for forward sugar transport was 0.15 mM (at 0 mV). [Formula: see text] was similar for forward and reverse transport (≈35 mM at 0 mV). Specificity of SGLT1 for reverse transport was: αMDG (1.0) > d-galactose (0.84) > 3-O-methyl-glucose (0.55) > d-glucose (0.38), whereas for forward transport, specificity was: αMDG ≈ d-glucose ≈ d-galactose > 3-O-methyl-glucose. Thus there is an asymmetry in sugar kinetics and specificity between forward and reverse modes. Computer simulations showed that a 6-state kinetic model for SGLT1 can account for Na(+)/sugar cotransport and its voltage dependence in both the forward and reverse modes at saturating sodium concentrations. Our data indicate that under physiological conditions, the transporter is poised to accumulate sugar efficiently in the enterocyte.",10.1007/s00232-005-0743-x, Kinetics of the reverse mode of the Na+/glucose cotransporter,
250,Faber-Rudy-2000,"Gregory M. Faber & Yoram Rudy. Action potential and contractility changes in [Na(+)](i) overloaded cardiac myocytes: a simulation study. Biophysical Journal 78, 5: 2392-2404 (2000).","Sodium overload of cardiac cells can accompany various pathologies and induce fatal cardiac arrhythmias. We investigate effects of elevated intracellular sodium on the cardiac action potential (AP) and on intracellular calcium using the Luo-Rudy model of a mammalian ventricular myocyte. The results are: 1) During rapid pacing, AP duration (APD) shortens in two phases, a rapid phase without Na(+) accumulation and a slower phase that depends on [Na(+)](i). 2) The rapid APD shortening is due to incomplete deactivation (accumulation) of I(Ks). 3) The slow phase is due to increased repolarizing currents I(NaK) and reverse-mode I(NaCa), secondary to elevated [Na(+)](i). 4) Na(+)-overload slows the rate of AP depolarization, allowing time for greater I(Ca(L)) activation; it also enhances reverse-mode I(NaCa). The resulting increased Ca(2+) influx triggers a greater [Ca(2+)](i) transient. 5) Reverse-mode I(NaCa) alone can trigger Ca(2+) release in a voltage and [Na(+)](i)-dependent manner. 6) During I(NaK) block, Na(+) and Ca(2+) accumulate and APD shortens due to enhanced reverse-mode I(NaCa); contribution of I(K(Na)) to APD shortening is negligible. By slowing AP depolarization (hence velocity) and shortening APD, Na(+)-overload acts to enhance inducibility of reentrant arrhythmias. Shortened APD with elevated [Ca(2+)](i) (secondary to Na(+)-overload) also predisposes the myocardium to arrhythmogenic delayed afterdepolarizations.",10.1016/S0006-3495(00)76783-X, Action potential and contractility changes in [Na(+)](i) overloaded cardiac myocytes: a simulation study,
251,Fallon-Lauffenburger-2000,"E.M. Fallon & D.A. Lauffenburger. Computational model for effects of ligand/receptor binding properties on interleukin-2 trafficking dynamics and T cell proliferation response. Biotechnology Progress 16, 5: 905-916 (2000).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper describes a computational model that explores how the binding properties of interleukin-2 (a protein used by the immune system to stimulate T cell growth and proliferation) and its receptor affect the dynamics of trafficking (movement) of interleukin-2 within T cells and the subsequent T cell proliferation response. The model takes into account various factors such as receptor density and rate of receptor internalization, and the results help to understand how different ligand/receptor interactions can potentially influence the immune response.",10.1021/bp000097t, Computational model for effects of ligand/receptor binding properties on interleukin-2 trafficking dynamics and T cell proliferation response,
252,Fenton-Karma-1998,"Flavio Fenton & Alain Karma. Vortex dynamics in three-dimensional continuous myocardium with fiber rotation: Filament instability and fibrillation. Chaos: An Interdisciplinary Journal of Nonlinear Science 8, 1: 20-47 (1998).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper explores the dynamics of vortex filaments in three-dimensional continuous myocardium by incorporating fiber rotation. The authors found that filament instability can occur due to the interaction between filaments and fiber rotation, which can lead to fibrillation. The study provides insights into the mechanisms underlying the initiation and maintenance of cardiac arrhythmias.",10.1063/1.166311, Vortex dynamics in three-dimensional continuous myocardium with fiber rotation: Filament instability and fibrillation,
253,Fink-Noble-Virag-Varro-Giles-2008,"Martin Fink, Denis Noble, Laszlo Virag, Andras Varro & Wayne R. Giles. Contributions of HERG K+ current to repolarization of the human ventricular action potential. Progress in Biophysics and Molecular Biology 96, 1-3: 357-376 (2008).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper discusses the role of the HERG K+ channel in the repolarization phase of the human ventricular action potential. The channel contributes significantly to the duration of the action potential and is therefore important in regulating the heartbeat. The paper reviews the properties of the HERG channel and its function, as well as its role in drug-induced arrhythmias. The authors conclude that a better understanding of the HERG channel and its regulation could lead to new approaches to treating heart disease.",10.1016/j.pbiomolbio.2007.07.011, Contributions of HERG K+ current to repolarization of the human ventricular action potential,
254,Fink-Slepchenko-Moraru-Watras-Schaff-Loew-2000,"Charles C. Fink, Boris Slepchenko, Ion I. Moraru, James Watras, James C. Schaff & Leslie M. Loew. An image-based model of calcium waves in differentiated neuroblastoma cells. Biophysical Journal 79, 1: 163-183 (2000).","Calcium waves produced by bradykinin-induced inositol-1,4, 5-trisphosphate (InsP(3))-mediated release from endoplasmic reticulum (ER) have been imaged in N1E-115 neuroblastoma cells. A model of this process was built using the ""virtual cell,"" a general computational system for integrating experimental image, biochemical, and electrophysiological data. The model geometry was based on a cell for which the calcium wave had been experimentally recorded. The distributions of the relevant cellular components [InsP(3) receptor (InsP(3)R)], sarcoplasmic/endoplasmic reticulum calcium ATPase (SERCA) pumps, bradykinin receptors, and ER] were based on 3D confocal immunofluorescence images. Wherever possible, known biochemical and electrophysiological data were used to constrain the model. The simulation closely matched the spatial and temporal characteristics of the experimental calcium wave. Predictions on different patterns of calcium signals after InsP(3) uncaging or for different cell geometries were confirmed experimentally, thus helping to validate the model. Models in which the spatial distributions of key components are altered suggest that initiation of the wave in the center of the neurite derives from an interplay of soma-biased ER distribution and InsP(3) generation biased toward the neurite. Simulations demonstrate that mobile buffers (like the indicator fura-2) significantly delay initiation and lower the amplitude of the wave. Analysis of the role played by calcium diffusion indicated that the speed of the wave is only slightly dependent on the ability of calcium to diffuse to and activate neighboring InsP(3) receptor sites.",10.1016/S0006-3495(00)76281-3, An image-based model of calcium waves in differentiated neuroblastoma cells,
255,Fox-McHarg-Gilmour-2002,"Jeffrey J. Fox, Jennifer L. McHarg & Robert F. Gilmour. Ionic mechanism of electrical alternans. American Journal of Physiology-Heart and Circulatory Physiology 282, 2: H516-H530 (2002).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper investigates the ionic mechanism behind the occurrence of electrical alternans, which is a phenomenon where the amplitude of cardiac action potential alternates between two distinct levels. The authors propose that the alternation is caused by fluctuations in the availability of calcium (Ca2+) ions, which interact with various ion channels and transporters in cardiac cells. They also discuss the role of various ion channels, including L-type calcium channels, NCX, and sodium channels, in the alternation process. The study provides important insights into the physiological processes that regulate cardiac activity and may help inform the development of new treatments for heart disease.",10.1152/ajpheart.00612.2001," American Journal of Physiology-Heart and Circulatory Physiology 282, 2: H516-H530 (2002)",
256,Fujita-Toyoshima-Uda-Ozaki-Kubota-Kuroda-2010,"Kazuhiro A. Fujita, Yu Toyoshima, Shinsuke Uda, Yu-ichi Ozaki, Hiroyuki Kubota & Shinya Kuroda. Decoupling of receptor and downstream signals in the Akt pathway by its low-pass filter characteristics. Science Signaling 3, 132 (2010).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper discusses the Akt pathway and how it can filter out high frequency signaling molecules and respond only to sustained signals. This decoupling of receptor and downstream signals allows for the activation of specific downstream targets and can have implications in diseases such as cancer. The authors suggest that the Akt pathway acts like a low-pass filter, which allows for proper signal transduction and regulation of downstream effects.",10.1126/scisignal.2000810, Decoupling of receptor and downstream signals in the Akt pathway by its low-pass filter characteristics,
257,Gall-Susa-1999,"David Gall & Isabella Susa. Effect of Na/Ca exchange on plateau fraction and [Ca]i in models for bursting in pancreatic beta-cells. Biophysical Journal 77, 1: 45-53 (1999).","In the presence of an insulinotropic glucose concentration, beta-cells, in intact pancreatic islets, exhibit periodic bursting electrical activity consisting of an alternation of active and silent phases. The fraction of time spent in the active phase over a period is called the plateau fraction and is correlated with the rate of insulin release. However, the mechanisms that regulate the plateau fraction remain unclear. In this paper we investigate the possible role of the plasma membrane Na+/Ca2+ exchange of the beta-cell in controlling the plateau fraction. We have extended different single-cell models to incorporate this Ca2+-activated electrogenic Ca2+ transporter. We find that the Na+/Ca2+ exchange can provide a physiological mechanism to increase the plateau fraction as the glucose concentration is raised. In addition, we show theoretically that the Na+/Ca2+ exchanger is a key regulator of the cytoplasmic calcium concentration in clusters of heterogeneous cells with gap-junctional electrical coupling.",10.1016/S0006-3495(99)76871-2, Effect of Na/Ca exchange on plateau fraction and [Ca]i in models for bursting in pancreatic beta-cells,
258,Garmendia_Torres-Goldbeter-Jacquet-,"Cecilia Garmendia-Torres, Albert Goldbeter & Michel Jacquet. Nucleocytoplasmic oscillations of the yeast transcription factor Msn2: evidence for periodic PKA activation. Current Biology 17, 12: 1044-1049 (2007).","
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper discusses the oscillations of the Msn2 transcription factor in yeast, which is regulated by Protein Kinase A (PKA) activation. The authors analyze experimental data to provide evidence that Msn2 activity is rhythmic and periodic rather than continuous, and suggest that the oscillations are important for regulating gene expression in response to different environmental stimuli.",10.1016/j.cub.2007.05.032, Nucleocytoplasmic oscillations of the yeast transcription factor Msn2: evidence for periodic PKA activation,
259,Gerard-Goldbeter-2010,"Claude Gérard & Albert Goldbeter. Temporal self-organization of the cyclin/Cdk network driving the mammalian cell cycle. Proceedings of the National Academy of Sciences 106, 51: 21643-21648 (2009).","We propose an integrated computational model for the network of cyclin-dependent kinases (Cdks) that controls the dynamics of the mammalian cell cycle. The model contains four Cdk modules regulated by reversible phosphorylation, Cdk inhibitors, and protein synthesis or degradation. Growth factors (GFs) trigger the transition from a quiescent, stable steady state to self-sustained oscillations in the Cdk network. These oscillations correspond to the repetitive, transient activation of cyclin D/Cdk4–6 in G(1), cyclin E/Cdk2 at the G(1)/S transition, cyclin A/Cdk2 in S and at the S/G(2) transition, and cyclin B/Cdk1 at the G(2)/M transition. The model accounts for the following major properties of the mammalian cell cycle: (i) repetitive cell cycling in the presence of suprathreshold amounts of GF; (ii) control of cell-cycle progression by the balance between antagonistic effects of the tumor suppressor retinoblastoma protein (pRB) and the transcription factor E2F; and (iii) existence of a restriction point in G(1), beyond which completion of the cell cycle becomes independent of GF. The model also accounts for endoreplication. Incorporating the DNA replication checkpoint mediated by kinases ATR and Chk1 slows down the dynamics of the cell cycle without altering its oscillatory nature and leads to better separation of the S and M phases. The model for the mammalian cell cycle shows how the regulatory structure of the Cdk network results in its temporal self-organization, leading to the repetitive, sequential activation of the four Cdk modules that brings about the orderly progression along cell-cycle phases.",10.1073/pnas.0903827106, Temporal self-organization of the cyclin/Cdk network driving the mammalian cell cycle,
